title,author,price,publisher,page_count,generes,ISBN
Sammy Keyes and the Wedding Crasher,Wendelin Van Draanen,7.84,Knopf Books for Young Readers,304,Juvenile Fiction,9.78208E+12
Smart Phone and Next Generation Mobile Computing,"Pei Zheng, Lionel Ni",47.22,Elsevier,350,Computers,9.78208E+12
Smartphones,"Mohammad Ilyas, Syed A. Ahson",98.42,Intl. Engineering Consortiu,249,"Technology , Engineering",9.78209E+12
Casenote Legal Briefs for Criminal Procedure Keyed to Dressler and Thomas,Casenote Legal Briefs,51.16,"Wolters Kluwer Law , Business",228,Law,9.78209E+12
"Casenote Legal Briefs for Contracts, Keyed to Knapp, Crystal, and Prince",Casenote Legal Briefs,36.86,"Wolters Kluwer Law , Business",204,Law,9.78209E+12
Politics in Pacific Asia,"X. Huang, Jason Young",31.47,Palgrave,328,Political Science,9.78209E+12
"Music, Education, and Religion","Alexis Anja Kallio, Philip Alperson, Heidi Westerlund",265.39,Indiana University Press,344,Music,9.78209E+12
Religious Commodifications in Asia,Pattana Kitiarsa,133.9,Routledge,288,Religion,9.78209E+12
The Riddle of Barack Obama,Avner Falk,23.85,ABC-CLIO,335,"Biography , Autobiography",9.78209E+12
Asian Visions of Authority,Joint Committee on Southeast Asia,886.08,University of Hawaii Press,366,Religion,9.78209E+12
Readings in philosophy of religion,Andrew Eshleman,78.76,Wiley-Blackwell,512,Philosophy,9.78209E+12
Blasphemy,Alan Dershowitz,43.28,"John Wiley , Sons",195,Political Science,9.78209E+12
Whose God Rules?,"N. Walker, E. Greenlee",39.34,Springer,263,Social Science,9.7821E+12
Atheism And The Case Against Christ,Matthew S. Mccormick,118.11,Prometheus Books,332,Religion,9.7821E+12
America Declares Independence,Alan Dershowitz,23.85,"John Wiley , Sons Incorporated",196,History,9.7821E+12
The Bloody Man,Bevan Amberhill,43.28,"Stratford, Ont. : Mercury Press",216,Fiction,9.7821E+12
Devonshire Scream,Laura Childs,35.41,Penguin,320,Fiction,9.7821E+12
Gaywyck,Vincent Virga,38.18,Alyson Publications,385,Fiction,9.7821E+12
"Food in the Movies, 2d ed.",Steve Zimmerman,42.16,McFarland,483,Performing Arts,9.7821E+12
Sammy Keyes and the Hotel Thief,Wendelin Van Draanen,43.28,Yearling,192,Juvenile Fiction,9.7821E+12
Child Psychopathology,Jeffrey Haugaard,66.91,McGraw-Hill Humanities/Social Sciences/Languages,792,Psychology,9.7821E+12
Directory of Historic House Museums in the United States,"Patricia Chambers Walker, Thomas Graham",31.46,"Rowman , Littlefield",488,History,9.7821E+12
American Furniture in the Metropolitan Museum of Art,"Frances Gruber Safford, Metropolitan Museum of Art (New York, N.Y.)",2.06,Metropolitan Museum of Art,451,Furniture,9.78211E+12
Catalog of Copyright Entries. Third Series,Library of Congress. Copyright Office,57.3,"Copyright Office, Library of Congress",2054,Copyright,9.78211E+12
The Jamestown Furniture Industry,Clarence Carlson,3.9,Arcadia Publishing,192,History,9.78211E+12
New Orleans. Ediz. inglese,Rosanna Cirigliano,98.42,Bonechi,60,Travel,9.78211E+12
Advances in Information Security and Assurance,"James (Jong Hyuk) Park, Hsiao-Hwa Chen, Mohammed Atiquzzaman, Changhoon Lee, Sang-Soo Yeo",70.85,Springer,841,Computers,9.78211E+12
The Complete Guide to Physical Security,"Paul R. Baker, Daniel J. Benny",22.47,CRC Press,360,"Business , Economics",9.78211E+12
The Official (ISC)2 Guide to the SSCP CBK,"Adam Gordon, Steven Hernandez",11.78,"John Wiley , Sons",928,Computers,9.78211E+12
NET Security and Cryptography,"Peter Thorsteinson, G. Gnana Arun Ganesh",43.28,Prentice Hall Professional,466,Computers,9.78211E+12
Maximum Windows 2000 Security,"Anonymous, Mark Burnett, Chris Amaris, Chris Doyle, L. J. Locher, Rand Morimoto",59.03,Sams Publishing,596,Computers,9.78211E+12
Information Security and Cryptology - ICISC 2011,Howon Kim,86.64,Springer,512,Computers,9.78211E+12
Engineering Information Security,Stuart Jacobs,22.47,"John Wiley , Sons",728,"Technology , Engineering",9.78212E+12
"The Complete Book of Home, Site and Office Security",Bill Phillips,42.16,McGraw Hill Professional,309,Architecture,9.78212E+12
High-Rise Security and Fire Life Safety,Geoff Craighead,66.87,Elsevier,548,"Business , Economics",9.78212E+12
Analyzing the Hospital Life Safety Survey,Brad Keyes,129.51,"HC Pro, Inc.",201,Medical,9.78212E+12
Halo: The Cole Protocol,"Eric Nylund, Tobias S. Buckell",70.85,Pan Macmillan,352,Fiction,9.78212E+12
Role Development in Professional Nursing Practice,Kathleen Masters,18.72,"Jones , Bartlett Publishers",450,Medical,9.78212E+12
A Question of Identity,Susan Hill,32.78,Random House,368,Fiction,9.78212E+12
"Business Law, Principles and Practices","Arnold J. Goldman, William D. Sigismond",70.88,Houghton Mifflin School,598,Business law,9.78212E+12
Chameleon Christianity,Dick Keyes,39.19,Destinee S.A.,98,Religion,9.78212E+12
Stolen Away,Michael Newton,98.42,Simon and Schuster,402,True Crime,9.78212E+12
"Billy Wilder, Movie-Maker",Karen McNally,32.48,McFarland,254,Performing Arts,9.78213E+12
The Astrology of Film,"Bill Streett, Jeffrey Kishner",7.84,iUniverse,218,"Biography , Autobiography",9.78213E+12
"Soulsville, U.S.A.: The Story of Stax Records",Rob Bowman,7.13,Omnibus Press,416,Music,9.78213E+12
Three Classic Thrillers 3-Book Bundle,John Grisham,43.28,Dell,1744,Fiction,9.78213E+12
"Fisher, Churchill and the Dardanelles",Geoffrey Penn,26.15,Leo Cooper Books,280,"Biography , Autobiography",9.78213E+12
Literary Readings of Billy Wilder,Georges-Claude Guilbert,133.85,Cambridge Scholars Publishing,215,Performing Arts,9.78213E+12
Love Inspired Suspense December 2014 - Box Set 1 of 2,"Shirlee McCoy, Sharon Dunn, Alison Stone",26.15,Harlequin,224,Fiction,9.78213E+12
L.A. Rex,Will Beall,28.54,Penguin,400,Fiction,9.78213E+12
Cold Case Justice,Sharon Dunn,29.29,Harlequin,224,Fiction,9.78213E+12
Sammy Keyes and the Night of Skulls,Wendelin Van Draanen,15.82,Knopf Books for Young Readers,320,Juvenile Fiction,9.78213E+12
Mastering Windows XP Home Edition,Hart-Davis,36.79,"John Wiley , Sons",1009,Computers,9.78214E+12
Special Edition Using Filemaker 8,"Steve Lane, Scott Love, Bob Bowers",50.25,Que Publishing,890,Computers,9.78214E+12
Knowledge-Based Intelligent Information and Engineering Systems,Bruno Apolloni,41.82,Springer,882,Computers,9.78214E+12
Alan Simpsons Windows Vista Bible,"Alan Simpson, Bradley L. Jones",43.28,"John Wiley , Sons",860,Computers,9.78214E+12
How to Do Everything with Windows Vista,Curt Simmons,19.28,McGraw Hill Professional,384,Computers,9.78214E+12
"MICROPROCESSORS, PC HARDWARE AND INTERFACING",N. MATHIVANAN,14.96,PHI Learning Pvt. Ltd.,340,Computers,9.78214E+12
Asset Protection through Security Awareness,Tyler Justin Speed,27.53,CRC Press,337,"Business , Economics",9.78214E+12
Happiness Key,Emilie Richards,7.5,MIRA,400,Fiction,9.78214E+12
Three Prescriptions for Happiness,"Ken Keyes, Jr.",33.42,Axios Press,126,Self-Help,9.78214E+12
Handbook of Research Methods and Applications in Happiness and Quality of Life,"Luigino Bruni, Pier Luigi Porta",43.28,Edward Elgar Publishing,552,"Business , Economics",9.78214E+12
Milton and This Pendant World,George W. Whiting,14.96,University of Texas Press,282,Literary Criticism,9.78215E+12
All for the Union,Elisha Hunt Rhodes,32.51,Vintage,272,History,9.78215E+12
The Keyed Bugle,Ralph Thomas Dudgeon,24.94,Scarecrow Press,370,Music,9.78215E+12
Network-Aware Security for Group Communications,"Yan Sun, Wade Trappe, K. J. Ray Liu",56.14,"Springer Science , Business Media",304,"Technology , Engineering",9.78215E+12
Bluescreen Compositing,John Jackman,66.9,"Taylor , Francis",248,Performing Arts,9.78215E+12
"Advances in Computing and Communications, Part IV","Ajith Abraham, Jaime Lloret Mauri, John Buford, Junichi Suzuki, Sabu M. Thampi",23.4,Springer,624,Computers,9.78215E+12
Basic Blueprint Reading and Sketching,"Thomas P. Olivo, C. Thomas Olivo",62.1,Cengage Learning,256,"Technology , Engineering",9.78215E+12
Basic TV Technology,Robert L Hartwig,98.42,CRC Press,208,Performing Arts,9.78215E+12
The Gamification of Work,Emmanuelle Savignac,20.51,"John Wiley , Sons",198,"Business , Economics",9.78215E+12
Current Policies and Practices in European Social Anthropology Education,"Drackle Dorle, Dorle DracklÃ©, Iain R. Edgar, Thomas K. Schippers",55.47,Berghahn Books,260,Education,9.78215E+12
Human Development in the Indian Context,Margaret Khalakdina,39.34,SAGE Publications India,392,"Business , Economics",9.78216E+12
Key Debates in Anthropology,Tim Ingold,47.78,Routledge,320,Social Science,9.78216E+12
Social Adaptation to Food Stress,Paul E. Minnis,7.84,University of Chicago Press,239,Social Science,9.78216E+12
Karma,"Charles F. Keyes, E. Valentine Daniel",35.4,Univ of California Press,313,Religion,9.78216E+12
Anthropological Practice,Judith Okely,23.85,Berg,224,Social Science,9.78216E+12
Applications of Anthropology,Sarah Pink,39.34,Berghahn Books,256,Social Science,9.78216E+12
The Play of Daniel Keyes Flowers for Algernon,"Bert Coules, Daniel Keyes",18.72,Heinemann,128,English drama,9.78216E+12
The Southern Frontier 1670-1732,Verner Crane,78.73,University of Alabama Press,391,History,9.78216E+12
Apple parers,Don Thornton,29.9,"Thornton House Pub , Graphics",239,"Antiques , Collectibles",9.78216E+12
Apple TV Portable Genius,Guy Hart-Davis,59.03,"John Wiley , Sons",288,Computers,9.78216E+12
Advances in Cryptology â€?EUROCRYPT 2001,Birgit Pfitzmann,66.87,Springer,544,Computers,9.78217E+12
"Huffed Masculinity. The Female Threat in Cains ""Double Indemnity""",Stephan Riedl,42.16,GRIN Verlag,17,Literary Criticism,9.78217E+12
Teaching Students with Mental Retardation,Deanna J. Sands,9,Paul H Brookes Publishing Company,308,Education,9.78217E+12
Human Motivation and Interpersonal Relationships,Netta Weinstein,35.44,"Springer Science , Business Media",360,Psychology,9.78217E+12
Capitol Threat,William Bernhardt,49.92,Ballantine Books,400,Fiction,9.78217E+12
Outrageous fortune,Roger Keyes,51.16,"David , Charles",521,"Biography , Autobiography",9.78217E+12
Film Noir,"Alain Silver, James Ursini",62.1,Taschen,191,Art,9.78217E+12
Henry Wilson and the Coming of the Civil War,John L. Myers,98.42,University Press of Amer,565,"Biography , Autobiography",9.78217E+12
Language Planning Processes,Rubin Jernudd,74.99,Walter de Gruyter,285,"Language Arts , Disciplines",9.78217E+12
Sexual Symmetry,David Konstan,78.72,Princeton University Press,286,History,9.78217E+12
Beginning Blender,Lance Flavell,29.4,Apress,448,Computers,9.78218E+12
Molecular Symmetry and Spectroscopy,"Philip R. Bunker, Per Jensen",14.29,NRC Research Press,752,Molecular spectra,9.78218E+12
Acta Numerica 1994:,Arieh Iserles,33.42,Cambridge University Press,578,Mathematics,9.78218E+12
"Grief Counseling and Grief Therapy, Fifth Edition","J. William Worden, PhD, ABPP",3.9,Springer Publishing Company,352,Social Science,9.78218E+12
Advanced Practice Nursing in the Care of Older Adults,"Laruie Kennedy-Malone, Lori Martin-Plank, Evelyn Duffy",88.06,F.A. Davis,544,Medical,9.78218E+12
Small Treasons,Mark Powell,39.34,Simon and Schuster,384,Fiction,9.78218E+12
Sammy Keyes and the Power of Justice Jack,Wendelin Van Draanen,55.47,Knopf Books for Young Readers,304,Juvenile Fiction,9.78218E+12
Arranging Grief,Dana Luciano,24.6,NYU Press,345,Literary Criticism,9.78218E+12
Principles and Practice of Grief Counseling,"Howard R. Winokuer, PhD, Darcy L. Harris, PhD, FT",30.71,Springer Publishing Company,256,Social Science,9.78218E+12
"Transforming Engagement, Happiness and Well-Being","William Scott-Jackson, Andrew Mayo",96.12,Springer,255,"Business , Economics",9.78218E+12
"The Army of the Potomac: Birth of command, November 1860-September 1861",Russel Harrison Beatie,46.85,Da Capo Press,676,History,9.78219E+12
The Army of the Potomac,Russell H. Beatie,98.42,Da Capo Press,676,History,9.78219E+12
Sammy Keyes and the Hollywood Mummy,Wendelin Van Draanen,18.72,Yearling,288,Juvenile Fiction,9.78219E+12
Beauty and Sadness,Yasunari Kawabata,59.03,Vintage,224,Fiction,9.78219E+12
Translocal Geographies,"Katherine Brickell, Ayona Datta",93.75,"Ashgate Publishing, Ltd.",226,Social Science,9.78219E+12
International Monetary Fund Annual Report 2007,International Monetary Fund,33.14,International Monetary Fund,54,"Business , Economics",9.78219E+12
Genetics of Psychological Well-Being,Michael Pluess,15.19,OUP Oxford,296,Psychology,9.78219E+12
Encyclopedia of Genetics,Eric C.R. Reeve,71.63,Routledge,972,Reference,9.78219E+12
Compendium of Problems in Genetics,"John Kuspira, Ramesh Bhambhani",118.11,William C Brown Pub,362,Science,9.78219E+12
Cardiovascular Genetics and Genomics in Clinical Practice,"Donna K. Arnett, PhD, Sanjiv J. Shah, MD",27.53,Demos Medical Publishing,246,Medical,9.78219E+12
"Reproductive Genetics, Gender and the Body",Elizabeth Ettorre,49.58,Routledge,168,Medical,9.7822E+12
Invisible Master,Leo Lyon Zagami,15.72,CCC Publishing,304,"Body, Mind , Spirit",9.7822E+12
Enochian Magic for Beginners,Donald Tyson,31.46,Llewellyn Worldwide,384,"Body, Mind , Spirit",9.7822E+12
The Mexican American and the Law,Carlos E. Cortes,94.48,New York : Arno Press,142,Social Science,9.7822E+12
Man of the Mist,Elizabeth Mayne,31.46,Harlequin,304,Fiction,9.7822E+12
A Historical Guide to Henry David Thoreau,William E. Cain,14.96,Oxford University Press,304,Literary Criticism,9.7822E+12
Soul to soul,Mary Keyes Burgess,29.21,Woodbridge Press Publishing Company,158,Cooking,9.7822E+12
The Science of the Soul in Colonial New England,Sarah Rivett,39.34,UNC Press Books,384,History,9.7822E+12
Kahlil Gibran,"Jean Gibran, Kahlil Gibran",72.16,Interlink Publishing Group Incorporated,456,"Biography , Autobiography",9.7822E+12
How to Teach Meditation to Children,"David Fontana, Ingrid Slack",50.25,Duncan Baird Publishers,224,"Body, Mind , Spirit",9.7822E+12
Human Rights in Thailand,Don F. Selby,11.78,University of Pennsylvania Press,256,Political Science,9.78221E+12
Thailands International Meditation Centers,Brooke Schedneck,4.17,Routledge,198,Social Science,9.78221E+12
Collected poems,"Sidney Keyes, Michael Leverson Meyer",11.78,Carcanet Press Ltd.,135,Poetry,9.78221E+12
Astral Travel,"Gavin Frost, Yvonne Frost",26.51,Motilal Banarsidass Publ.,240,Astral projection,9.78221E+12
Meditation For Dummies,Stephan Bodian,70.85,"John Wiley , Sons",384,"Body, Mind , Spirit",9.78221E+12
Yoga and Science in Pain Care,"Neil Pearson, Shelly Prosko, Marlysa Sullivan",51.16,Singing Dragon,312,"Health , Fitness",9.78221E+12
Anatomy of Hatha Yoga,David Coulter,66.87,Motilal Banarsidass Publ.,623,Hatha yoga,9.78221E+12
Building a Dune Buggy - The Essential Manual,Paul Shakespeare,3.9,Veloce Publishing Ltd,144,Transportation,9.78221E+12
The Color Correction Handbook,Alexis Van Hurkman,33.72,Pearson Education,544,Computers,9.78221E+12
The Art and Science of Digital Compositing,Ron Brinkmann,62.82,Morgan Kaufmann,704,Computers,9.78221E+12
The Reporter's Notebook,Dennis Bloodworth,29.9,Marshall Cavendish International Asia Pte Ltd,483,Travel,9.78222E+12
Directory of Foreign Manufacturers in the United States,"Jeffrey S Arpan, David A Ricks",47.78,Georgia State University Business Press,419,"Technology , Engineering",9.78222E+12
Lets Draw Manga,"Makoto Nakajima, Big Mouth Factory",18.72,"Digital Manga, Inc.",131,Art,9.78222E+12
Manga,Toni Johnson-Woods,29.9,Bloomsbury Publishing USA,368,Literary Criticism,9.78222E+12
"Comics, Manga, and Graphic Novels",Robert S. Petersen,86.45,ABC-CLIO,274,"Comics , Graphic Novels",9.78222E+12
Manga for the Beginner Shoujo,Christopher Hart,59.03,Watson-Guptill,192,Art,9.78222E+12
"Watching Anime, Reading Manga",Fred Patten,98.42,"Stone Bridge Press, Inc.",383,Performing Arts,9.78222E+12
Manga from the Floating World,Adam L. Kern,39.34,Harvard Univ Council on East Asian,567,Design,9.78222E+12
"Global Children, Global Media","D. Buckingham, Liesbeth de Block",4.43,Springer,222,Social Science,9.78222E+12
Ideas que pegan,"Chip Heath, Dan Heath",55.1,LID Editorial,260,"Business , Economics",9.78222E+12
Cyber Ireland,C. Lynch,38.44,Springer,178,Social Science,9.78223E+12
Creating High-quality Classroom Assignments,Lindsay Clare Matsumura,43.36,"R,L Education",155,Education,9.78223E+12
Made to Stick,"Chip Heath, Dan Heath",59.03,Random House,336,"Business , Economics",9.78223E+12
The Shining Wall,Melissa Ferguson,73.67,Transit Lounge ,298,Fiction,9.78223E+12
Programming Android,"Zigurd Mednieks, Laird Dornin, G. Blake Meike, Masumi Nakamura",43.28,"""OReilly Media, Inc.""",504,Computers,9.78223E+12
Raspberry Pi Android Projects,Gokhan Kurt,43.28,Packt Publishing Ltd,138,Computers,9.78223E+12
How to Build an Android,David F. Dufty,31.46,Henry Holt and Company,288,"Technology , Engineering",9.78223E+12
Unlocking Android,"W. Frank Ableson, Charlie E. Collins, Robi Sen",33.38,Manning Publications,392,Computers,9.78223E+12
Stranger in a Strange Land,Robert A. Heinlein,33.42,Penguin,448,Fiction,9.78223E+12
iPhone: The Missing Manual,David Pogue,73.67,"""OReilly Media, Inc.""",376,Computers,9.78223E+12
Beginning iPhone Development,"Jack Nutting, Fredrik Olsson, David Mark, Jeff LaMarche, Kim Topley",39.34,Apress,771,Computers,9.78224E+12
Beginning iPhone Development with Swift,"Kim Topley, Fredrik Olsson, Jack Nutting, David Mark, Jeff LaMarche",78.73,Apress,828,Computers,9.78224E+12
Beginning iPhone Development with Swift 3,"Molly Maskrey, Kim Topley, David Mark, Fredrik Olsson, JEFF LAMARCHE",73.92,Apress,774,Computers,9.78224E+12
Beginning iPhone Development with Swift 4,Molly K. Maskrey,71.63,Apress,552,Computers,9.78224E+12
Beginning iPhone 4 Development,"David Mark, Jeff LaMarche, Jack Nutting",55.1,Apress,676,Computers,9.78224E+12
iPhone Advanced Projects,"David Mark, Dylan Bruzenak, Joachim Bondo, Owen Goss, Peter Honeder, Ray Kiddy, Steve Finkelstein, Tom Harrington, Jonathan Saggau, Noel Llopis, Ben Smith, Joe Pezzillo, Florian Pflug, Roderick Smith",98.42,Apress,392,Computers,9.78224E+12
IPhone Fully Loaded,Andy Ihnatko,8.85,"John Wiley , Sons",272,Computers,9.78224E+12
The Collector,Scott Wittenburg,70.7,Lulu.com,347,Fiction,9.78224E+12
Android Mobile Computing Using Samsung Tablets and Smartphones Running Android 2.3,Rene Djurup,55.17,Rebidu,375,Computers,9.78224E+12
My Samsung Galaxy S5,Steve Schwartz,41.82,Que Publishing,656,Computers,9.78224E+12
My Samsung Galaxy S 4,Steve Schwartz,41.82,Que Publishing,544,Computers,9.78225E+12
My Samsung Galaxy Tab 4,"Eric Butow, Lonzell Watson",43.28,Que Publishing,496,Computers,9.78225E+12
How to Do Everything Samsung Galaxy Tab,Guy Hart-Davis,53.11,McGraw Hill Professional,336,Computers,9.78225E+12
The PC and Gadget Help Desk,Mark Edward Soper,20,Que Publishing,696,Computers,9.78225E+12
Android Tips and Tricks,Guy Hart-Davis,30.3,Que Publishing,544,Computers,9.78225E+12
Teach Yourself VISUALLY Android Phones and Tablets,"Paul McFedries, Guy Hart-Davis",71.63,"John Wiley , Sons",320,Computers,9.78225E+12
"The Healthy PC: Preventive Care, Home Remedies, and Green Computing, 2nd Edition",Guy Hart-Davis,27.53,McGraw Hill Professional,304,Computers,9.78225E+12
Bullying in North American Schools,"Dorothy L. Espelage, Susan M. Swearer",19.65,Routledge,336,Education,9.78225E+12
Methods in Immunotoxicology,"Gary R. Burleson, Jack H. Dean, Albert E. Munson",56,Wiley-Liss,552,Medical,9.78225E+12
Criminology Goes to the Movies,"Nicole Rafter, Michelle Brown",46.88,NYU Press,236,Law,9.78225E+12
Tyler Perry,Janice D. Hamlet,28.61,Univ. Press of Mississippi,136,Performing Arts,9.78226E+12
Costume Design in the Movies,Elizabeth Leese,19.65,Courier Corporation,176,"Antiques , Collectibles",9.78226E+12
Godzilla: King of the Monsters - the Official Movie Novelisation,Greg Keyes,39.34,Titan Books,325,Fiction,9.78226E+12
"Billy Wilder, American Film Realist",Richard Armstrong,6.64,McFarland,172,Performing Arts,9.78226E+12
A Divided World,Nick Smedley,71.63,Intellect Books,282,Performing Arts,9.78226E+12
Dark cinema,Jon Tuska,88.69,Praeger Pub Text,305,"Language Arts , Disciplines",9.78226E+12
Magills Cinema Annual,Frank Northen Magill,42.26,Gale / Cengage Learning,690,Performing Arts,9.78226E+12
Success in the Cinema MoneyMaking Movies,John Howard Reid,55.09,Lulu.com,272,Performing Arts,9.78226E+12
Hollywoods dark cinema,R. Barton Palmer,36.79,Twayne Pub,206,Performing Arts,9.78226E+12
Cinema as Weather,Kristi McKim,29.55,Routledge,217,Art,9.78226E+12
"Science-fiction , Fantasy Cinema",John Howard Reid,74.78,Lulu.com,320,Performing Arts,9.78227E+12
Cinema of Obsession,"Dominique Mainon, James Ursini",4.43,Hal Leonard Corporation,392,Performing Arts,9.78227E+12
The Digital Hand,James W. Cortada,71.63,Oxford University Press,629,"Business , Economics",9.78227E+12
X Internet,Jessica Keyes,52.54,CRC Press,416,Computers,9.78227E+12
Internet Management,Jessica Keyes,62.1,CRC Press,776,Computers,9.78227E+12
How to be a Successful Internet Consultant,Jessica Keyes,8.7,Computing McGraw-Hill,435,"Business , Economics",9.78227E+12
Datacasting,Jessica Keyes,66.91,McGraw-Hill Companies,555,Computers,9.78227E+12
Security Technologies for the World Wide Web,Rolf Oppliger,31.46,Artech House,416,Computers,9.78227E+12
Web Services,Liang-Jie Zhang,71.63,"Springer Science , Business Media",303,Computers,9.78227E+12
Going Global: An Information Sourcebook for Small and Medium-sized Businesses,Susan C. Awe,39.34,Libraries Unlimited,265,"Language Arts , Disciplines",9.78227E+12
Quantum Roots,Kyle Keyes,98.42,Createspace Independent Pub,262,Fiction,9.78228E+12
Foundations of Quantum Mechanics in the Light of New Technology,Sadao Nakajima,32.36,World Scientific,482,Science,9.78228E+12
Advances in Cryptology,Alexandra Boldyreva,59.03,Springer,606,Cryptography,9.78228E+12
"Casenote Legal Briefs for Contracts, Keyed to Crandall and Whaley",Casenote Legal Briefs,32.1,"Wolters Kluwer Law , Business",160,Law,9.78228E+12
Chaos in Classical and Quantum Mechanics,Martin C. Gutzwiller,4.17,"Springer Science , Business Media",432,Mathematics,9.78228E+12
Quantum Mechanics with Applications to Nanotechnology and Information Science,"Yehuda B. Band, Yshai Avishai",23.59,Academic Press,992,Science,9.78228E+12
Molecular Modeling and Theory in Chemical Engineering,"James Wei, Morton M. Denn, John H. Seinfeld, Arup Chakraborty, Jackie Ying, Nicholas Peppas, George Stephanopoulos",69.24,Elsevier,493,"Technology , Engineering",9.78228E+12
Concepts of Chemical Engineering 4 Chemists,Stefaan J. R. Simons,47.22,Royal Society of Chemistry,350,"Technology , Engineering",9.78228E+12
Sources of Engineering Information,Blanche Harris Dalton,33.42,Univ of California Press,109,Engineering,9.78228E+12
Queer Ecologies,"Catriona Mortimer-Sandilands, Bruce Erickson",38.33,Indiana University Press,424,Philosophy,9.78228E+12
"Nimble, Focused, Feisty",Sara Roberts,29.4,BenBella Books,336,"Business , Economics",9.78229E+12
Writers for young adults,Adele Sarkissian,66.87,Gale Cengage,199,Literary Criticism,9.78229E+12
Light Absorption of Organic Colorants,"J. Fabian, H. Hartmann",11.78,"Springer Science , Business Media",248,Science,9.78229E+12
"Fashion, Work, and Politics in Modern France",S. Zdatny,34.58,Springer,325,"Business , Economics",9.78229E+12
Cloth in West African History,Colleen E. Kriger,66.12,Rowman Altamira,214,History,9.78229E+12
Sammy Keyes and the Dead Giveaway,Wendelin Van Draanen,33.83,Yearling,304,Juvenile Fiction,9.78229E+12
H.A.L.O,Derek Hart,39.34,iUniverse,252,Fiction,9.78229E+12
Campaign 2000,William L. Benoit,35.41,"Rowman , Littlefield Pub Inc",286,"Language Arts , Disciplines",9.78229E+12
Race and Ethnicity in America: From Pre-contact to the Present 4 volumes,"Russell M. Lawson, Benjamin A. Lawson",11.21,ABC-CLIO,1360,History,9.78229E+12
Arid Land Geom: Geom Crit Conc,David Evans,81.87,Routledge,544,Reference,9.7823E+12
